1.png
620;600 620;680
620;680 740;800
740;800 740;900
220;860 220;900
60;860 220;860
60;640 60;860
60;640 180;640
180;460 180;640
180;460 620;460
620;360 620;460
80;360 620;360
80;160 80;360
20;160 80;160
20;0 20;160
220;0 220;220
220;220 620;220
620;0 620;220

9.png
20;40 20;900
20;40 260;40
260;0 260;40
220;220 220;900
160;800 220;800
160;740 160;800
160;740 220;740
20;480 80;480
80;420 80;480
20;420 80;420
220;220 260;220
260;220 260;520
260;520 340;520
340;520 340;680
340;680 560;900
380;0 380;40
380;40 520;40
520;40 520;340
440;340 520;340
440;340 440;400
440;400 640;400
640;240 640;400
560;240 640;240
560;0 560;240
560;0 560;240
1180;40 1180;800
1180;800 1080;900
980;40 1180;40
980;0 980;40
980;240 1060;240
980;240 980;320
1060;240 1060;320
980;320 1060;320
500;520 580;520
500;520 500;680
580;520 580;680
500;680; 580;680
740;520 820;520
740;520 740;680
820;520 820;680
740;680 820;680
980;520 1060;520
980;520 980;680
1060;520 1060;680
980;680 1060;680

10.png
0;0 0;900
1200;0 1200;900
0;460 140;460
140;460 140;700
140;460 140;700
140;700 260;820
260;820 260;900
380;580 380;900
380;580 560;580
560;580 560;900
980;820 980;900
980;820 1200;820
380;340 1200;340
380;260 380;340
380;260 500;260
500;260 500;300
500;300 1200;300
620;220 620;300
620;220 740;220
740;220 740;300
860;240 860;300
860;240 980;240
980;240 980;300
1100;220 1100;300
1100;220 1200;220
380;0 380;120
380;120 500;120
500;0 500;120
620;0 620;120
620;120 740;120
740;0 740;120
860;120 980;120
980;0 980;120

11.png
0;0 0;900
1200;0 1200;900
80;300 140;360
0;300 80;300
0;360 140;360
100;520 100;560
0;520 100;520
0;560 100;560
300;20 380;20
300;0 300;20
300;0 380;0
380;600 380;900
380;600 500;600
500;600 500;900
620;800 620;900
620;800 740;800
740;800 740;900
860;860 860;900
860;860 980;860
980;860 980;900
620;600 620;680
620;600 740;600
740;600 740;680
620;680 740;680
740;600 740;680
860;560 860;640
860;560 980;560
860;640 980;640
980;560 980;640
380;420 380;500
380;420 500;420
500;420 500;500
380;500 500;500
620;120 740;120
740;120 740;440
620;440 740;440
620;280 620;440
620;280 680;280 
680;160 680;280
620;160 680;160
620;120 620;160
860;320 860;400
860;320 980;320
860;400 980;400
980;320 980;400
1100;320 1100;400
1100;320 1200;320
1100;400 1200;400
1100;120 1100;160
1100;120 1200;120
1100;160 1200;160
860;160 980;160
860;0 860;160
980;0 980;160
620;20 740;20
620;0 620;20
740;0 740;20
380;0 380;260
380;260 500;260
500;200 500;260
440;200 500;200
440;100 440;200
440;100 500;100
500;0 500;100

12.png
0;0 0;900
1200;0 1200;900
380;460 380;900
380;460 500;460
500;460 500;900
300;860 380;860
300;860 300;900
60;540 60;580
0;540 60;540
0;580 60;580
620;780 740;780
620;780 620;900
740;780 740;900
860;860 980;860
860;860 860;900
980;860 980;900
1060;580 1060;660
1060;580 1200;580
1060;660 1200;660
740;320 820;320
740;320 740;400
820;320 820;400
740;400 820;400
1040;0 1040;40
1040;40 1200;40
380;340 500;340
380;200 380;340
500;260 500;340
500;260 750;0
380;200 570;0
300;900 380;900

13.png
0;0 0;900
1200;0 1200;900
1040;860 1200;860
1040;860 1040;900
1040;900 1200;900
520;720 560;720
560;720 560;900
520;680 520;720
520;680 740;680
740;680 740;900
1100;80 1200;80
1100;80 1100;160
1100;80 1200;80
1100;160 1200;160
860;280 940;280
860;280 860;400
940;280 940;400
860;400 940;400
560;240 640;240
640;240 640;580
600;580 640;580
600;480 600;580
560;480 600;480
560;240 560;480
560;0 560;40
560;40 640;40
640;0 640;40
200;500 300;500
300;500 300;600
200;500 200;600
200;600 300;600

14.png
0;0 0;900
1200;0 1200;900
480;500 540;500
540;500 540;660
540;660 700;660
700;660 700;760
640;820 700;760
640;820 640;900
480;500 480;700
480;700 560;700
560;700 560;900
400;0 400;80
0;80 400;80
540;240 700;240
540;240 540;280
700;240 700;280
540;280 700;280
900;340 1060;340
900;340 900;380
1060;340 1060;380
900;380 1060;380

15.png
0;0 0;900
1200;0 1200;900
400;820 400;900
0;820 400;820
0;580 400;580
400;560 400;580
400;560 220;380
220;280 220;380
140;200 220;280
0;200 140;200
420;220 420;340
420;340 640;340
640;220 640;340
487;152 572;152
640;220 572;152
420;220 487;152
960;640 1200;640
960;600 960;640
840;600 960;600
840;560 840;600
840;560 960;560
960;480 960;560
960;480 1020;420
1020;420 1200;420
1020;220 1200;220
1020;200 1180;40
1180;40 1200;40

16.png
0;0 0;900
1200;0 1200;900
0;780 160;780
160;780 160;820
160;820 80;900
200;260 200;440
0;440 200;440
200;260 140;200
0;200 140;200
0;80 130;80
130;80 60;0
1000;40 1080;40
1000;0 1000;40
1080;0 1080;40
1000;720 1060;720
1000;720 1000;820
1060;720 1060;820
1000;820 1060;820
820;680 880;680
820;680 820;820
880;680 880;820
820;820 880;820
980;440 1060;440
980;440 980;520
1060;440 1060;520
980;520 1060;520
560;680 700;680
560;680 560;720
700;680 700;820
640;820 700;820
640;720 640;820
560;720 640;720
580;240 780;240
580;240 580;280
780;240 780;280
580;280 780;280
700;280 700;580
640;580 700;580
640;420 640;580
460;420 640;420
460;380 460;420
460;380 640;380
640;280 640;380

17.png
0;0 0;900
1200;0 1200;900
1100;420 1200;420
1100;420 1100;460
1100;460 1200;460
1000;780 1080;780
1000;780 1000;900
1080;780 1080;900
654;640 654;680
654;680 800;680
800;560 800;680
740;560 800;560
740;320 740;560
740;320 700;280
700;280 700;640
654;640 700;640
620;280 620;500
580;500 620;500
580;320 580;500
580;320 620;280
280;640 280;680
0;640 280;640
0;680 280;680
280;0 280;500
120;500 280;500
280;640 280;680
120;460 120;500
120;460 180;460
180;420 180;460
180;420 240;420
240;200 240;420
120;200 240;200
120;160 120;200
120;160 180;160
180;120 180;160
180;120 240;120
240;0 240;120

18.png
0;0 0;900
1200;0 1200;900
1120;820 1200;820
1120;820 1120;860
1120;860 1200;860
1000;820 1000;860
1000;860 720;860
720;740 720;860
620;740 720;740
620;700 620;740
620;700 820;700
820;700 820;740
820;740 880;740
880;740 880;780
880;780 940;780
940;780 940;820
940;820 1000;820
940;620 940;660
940;620 1020;620
1020;620 1020;660
1020;660 1060;660
1060;660 1060;700
980;700 1060;700
980;660 980;700
940;660 980;660
940;620 940;660
1040;360 1120;360
1040;360 1040;440
1120;360 1120;440
1040;440 1120;440
1040;0 1040;20
960;20 1040;20
960;20 860;120
820;120 860;120
820;100 820;120
820;100 920;0
820;200 1020;200
1020;200 1020;240
840;240 1020;240
820;200 680;340
680;340 680;360
680;360 720;360
720;360 720;460
720;460 680;500
680;500 680;520
680;520 720;520
720;520 720;620
720;620 760;620
720;620 720;620
760;560 760;620
760;560 900;560
900;520 900;560
760;520 900;520
760;520 760;320
760;320 840;240
80;300 0;300
80;300 80;340
80;340 140;340
140;340 140;380
0;380 140;380
400;0 400;240
360;240 400;240
360;20 360;240
0;20 360;20
280;340 400;340
400;340 400;605
400;605 360;640
400;605 280;605
280;605 280;760
280;760 360;760
360;760 360;800
360;800 280;800
280;800 280;900
280;340 280;600
280;600 280;600
280;600 180;600
180;600 180;740
120;740 180;740
120;740 120;780
120;780 240;780
240;780 240;900

19.png
0;0 0;900
1200;0 1200;900
1080;420 1200;420
1080;420 1080;480
1080;480 1200;480
980;780 1040;780
1040;780 1040;900
980;780 940;820
940;820 1000;820
1000;820 1000;880
1000;880 940;880
940;880 920;0
600;560 780;560
600;560 600;620
780;560 780;620
600;620 780;620
220;640 0;640
220;640 300;720
300;720 280;720
280;720 280;780
280;780 400;900
140;400 240;400
140;400 140;460
240;400 300;460
140;460 300;460
320;140 440;140
320;140 320;200
440;140 440;200
320;200 440;200
100;40 0;40
100;40 100;0
260;40 380;40
260;40 260;0
380;40 380;0
540;40 660;40
540;40 540;0
660;40 660;0
820;40 940;40
820;40 820;0
940;40 940;0

20.png
0;0 0;900
1200;0 1200;900
820;680 820;900
820;680 840;680
840;680 940;780
940;780 940;900
220;460 0;460
220;460 220;520
220;520 100;520
100;520 100;900
120;260 200;260
120;260 120;340
120;340 280;340
200;260 280;340
1060;220 1020;220
1020;220 900;340
900;340 1060;340
1060;340 1060;220
980;460 1200;460
980;460 980;520
980;520 1200;520
1100;680 1200;680
1100;780 1100;680
1100;780 1200;780
540;680 660;680
540;680 540;900
660;680 660;900
300;680 260;720
260;720 260;900
300;680 380;680
380;680 380;900

21.png
540;720 600;720
600;720 600;780
600;780 700;780
700;780 700;840
700;840 540;840
540;720 540;840
200;580 360;580
360;580 360;620
320;620 360;620
320;620 320;720
320;720 200;720
200;720 200;580
720;460 820;460
820;460 820;540
760;540 820;540
760;540 760;500
720;500 760;500
720;460 720;500
720;40 820;40
720;40 720;0
820;40 820;0
260;100 40;320
40;320 40;720
40;720 20;740
20;740 20;900
260;100 420;100
420;0 420;100
1140;0 1140;260
1080;260 1140;260
1080;260 1080;420
1080;420 1160;420
1160;420 1160;800
1160;800 1180;820
1180;800 1180;900

22.png
640;800 820;800
820;800 820;900
640;800 640;840
640;840 720;840
720;840 720;900
1120;0 1120;560
1120;560 1060;560
1060;560 1060;660
860;660 1060;660
860;600 860;660
680;600 860;600
680;600 680;700
680;700 1140;700
1140;700 1140;900
640;490 900;490
640;490 640;480
900;490 900;480
640;480 760;360
900;480 780;360
760;360 760;260
780;360 780;260
760;260 780;260
160;0 160;280
20;280 160;280
20;280 20;580
20;580 120;580
120;580 180;640
180;640 260;640
180;640 260;640
260;640 320;580
320;580 320;480
320;480 340;480
340;480 340;580
340;480 460;700
460;700 460;700
420;700 460;700
420;700 420;720
334;720 420;720
334;720 334;840
334;840 420;840
420;840 420;900

23.png
1180;0 1180;160
1120;160 1180;160
1120;160 1120;900
20;0 20;260
20;260 80;260
80;260 80;260
80;260 80;560
80;560 160;560
160;560 160;900
360;500 460;500
360;500 360;520
360;520 460;520
460;500 460;520
320;800 420;800
320;800 320;820
420;800 420;820
320;820 420;820
800;420 900;420
800;420 800;440
900;420 900;440
800;440 900;440

24.png
0;0 0;900
1200;0 1200;900
880;40 1060;40
880;40 880;0
1060;40 1060;0
600;780 700;780
600;780 600;800
700;780 700;800
600;800 700;800
240;520 340;520
240;520 240;540
340;520 340;540
240;540 340;540
600;520 700;520
600;520 600;540
700;520 700;540
600;540 700;540
880;360 980;360
880;360 880;380
980;360 980;380
880;380 980;380
600;200 720;200
600;200 600;220
720;200 720;220
600;220 720;220

25.png
0;0 0;900
1200;0 1200;900
600;40 860;40
600;40 600;0
860;40 860;0
180;760 280;760
180;760 180;780
280;760 280;780
180;780 280;780
880;860 1060;860
880;860 880;900
1060;860 1060;900
840;750 1100;750
840;750 840;740
1100;750 1100;740
840;740 960;620
1100;740 980;620
960;620 960;580
980;620 980;580
960;580 980;580
520;560 700;560
520;560 520;620
700;560 700;620
520;620 700;620
480;450 740;450
480;450 480;440
740;450 740;440
480;440 600;320
740;440 620;320
600;320 600;220
620;320 620;220
600;220 620;220
140;480 260;480
140;480 140;540
260;480 260;540
140;540 260;540
120;370 380;370
120;370 120;360
380;370 380;360
120;360 240;240
380;360 260;240
240;240 240;140
260;240 260;140
240;140 260;140

26.png
0;0 0;900
1200;0 1200;900
80;300 0;300
80;300 80;540
80;540 140;540
140;540 140;660
140;660 20;800
20;800 20;900
1100;240 1200;240
1100;240 1100;380
1100;380 1200;380
1120;480 1120;540
1120;480 1200;480
1120;540 1200;620
580;40 960;40
580;40 580;0
960;40 960;0
380;360 380;0
380;360 620;360
620;360 620;240
480;240 620;240
480;240 480;0
380;480 720;480
380;480 380;600
720;480 720;600
380;600 720;600
860;740 860;900
860;740 720;740
720;740 720;780
720;780 520;780
520;780 520;820
520;820 600;900

27.png
0;0 0;900
1200;0 1200;900
1120;180 1200;180
1120;180 1120;0
660;180 980;180
660;180 660;0
980;180 980;0
580;760 950;760
580;760 580;900
950;760 950;900
377;730 480;730
377;730 377;900
480;730 480;900
280;240 540;240
280;70 280;240
540;70 540;240
280;70 540;70
420;600 580;600
420;600 420;390
580;600 580;390
420;390 580;390
140;600 280;600
140;600 140;350
280;600 280;350
140;350 280;350

28.png
0;0 0;900
1200;0 1200;900
900;220 900;0
900;220 620;220
620;220 620;100
620;100 420;100
420;100 420;0
690;440 900;440
900;440 900;540
900;540 540;540
540;540 540;400
540;400 690;400
690;400 690;440
660;680 980;680
660;680 660;900
980;680 980;900
180;540 380;540
180;540 180;190
180;190 280;190
280;190 280;270
280;270 380;270
380;270 380;540
1120;760 1200;760
1120;760 1120;900

29.png
0;0 0;900
1200;0 1200;900
180;120 500;120
180;120 180;0
500;120 500;0
80;500 0;500
80;500 80;720
80;720 20;780
20;780 20;900
380;620 440;620
380;620 380;410
440;620 440;410
380;410 440;410
1120;260 1200;260
1120;260 1120;380
1120;380 1200;450
920;750 920;900
920;750 650;750
650;750 650;790
650;790 420;790
420;790 420;900

30.png
0;0 0;900
1200;0 1200;900
1020;40 1020;0
1020;40 1100;40
1100;40 1100;100
1100;100 1200;100
180;770 180;900
180;770 340;770
340;770 340;810
340;810 510;810
510;810 510;900
720;340 820;340
720;340 720;170
820;340 820;170
720;170 820;170
920;380 920;210
920;210 1080;210
1080;210 1080;320
1080;320 1020;320
1020;320 1020;380
1020;380 920;380
800;700 680;700
800;700 800;530
680;700 680;530
800;530 680;530
960;740 1080;740
960;740 960;530
1080;740 1080;530
960;530 1080;530

31.png
120;20 120;0
120;20 20;120
20;120 20;470
20;470 100;470
100;470 100;640
100;640 20;720
20;720 20;900
1180;0 1180;370
1180;370 1100;370
1100;370 1100;500
1100;500 1180;580
1180;580 1180;790
1180;790 1020;790
1020;790 1020;900
680;640 820;640
680;640 680;550
820;640 820;550
680;550 820;550
440;540 300;540
440;540 440;450
300;540 300;450
440;450 300;450
660;360 800;360
660;360 660;280
800;360 800;280
660;280 800;280
340;240 480;240
340;240 340;150
480;240 480;150
340;150 480;150

32.png
740;780 920;780
740;780 740;820
920;780 920;820
740;820 920;820
360;640 500;640
360;640 360;600
500;640 500;600
360;600 500;600
660;460 760;460
660;460 660;500
760;460 760;500
660;500 760;500
96;0 96;120
96;120 40;120
40;120 40;240
40;240 500;240
500;240 500;280
20;280 500;280
20;280 20;820
20;820 120;820
120;820 120;900
183;0 183;120
183;120 240;120
240;120 240;40
240;40 960;40
960;40 960;120
960;120 1020;120
1020;120 1020;0
1103;120 1103;0
1103;120 1160;120
1160;120 1160;240
700;240 1160;240
700;240 700;280
700;280 1180;280
1180;280 1180;900

33.png
40;0 40;860
40;860 100;860
100;860 100;900
1160;0 1160;860
1160;860 1100;860
1100;860 1100;900
180;860 180;900
180;860 400;860
400;860 400;840
400;840 480;840
480;840 480;820
480;820 560;820
560;820 560;800
560;800 640;800
640;800 640;780
640;780 720;780
720;780 720;760
720;760 800;760
800;760 800;680
800;680 860;680
860;680 860;760
860;760 900;760
900;760 900;860
900;860 1020;860
1020;860 1020;900
380;540 400;540
380;540 380;700
400;540 400;700
380;700 400;700
580;540 600;540
580;540 580;620
600;540 600;620
580;620 600;620
280;340 300;340
280;340 280;420
300;340 300;420
280;420 300;420
460;300 480;300
460;300 460;380
480;300 480;380
460;380 480;380
720;380 740;380
720;380 720;460
740;380 740;460
720;460 740;460
320;80 340;80
320;80 320;0
340;80 340;0
880;80 900;80
880;80 880;0
900;80 900;0
1020;200 1040;200
1020;200 1020;280
1040;200 1040;280
1020;280 1040;280
780;140 800;140
780;140 780;220
800;140 800;220
780;220 800;220

34.png
40;0 40;900
1160;0 1160;900
240;40 400;40
240;40 240;0
400;40 400;0
800;40 960;40
800;40 800;0
960;40 960;0
320;820 340;820
320;820 320;900
340;820 340;900
880;820 900;820
880;820 880;900
900;820 900;900
200;520 200;540
200;540 380;540
380;540 380;520
380;520 300;520
300;520 300;440
300;440 280;440
280;440 280;520
280;520 200;520
380;720 380;740
380;740 560;740
560;740 560;720
560;720 480;720
480;720 480;640
480;640 460;640
460;640 460;720
460;720 380;720
580;360 580;380
580;380 760;380
760;380 760;360
760;360 680;360
680;360 680;280
680;280 660;280
660;280 660;360
660;360 580;360
840;500 840;520
840;520 1020;520
1020;520 1020;500
1020;500 940;500
940;500 940;420
940;420 920;420
920;420 920;500
920;500 840;500

35.png
20;0 20;620
20;620 60;660
60;660 60;680
60;680 40;680
40;680 40;900
1180;0 1180;620
1140;660 1180;620
1140;660 1140;680
1140;680 1160;680
1160;680 1160;900
320;0 320;500
320;500 240;500
240;500 240;420
240;420 280;380
280;380 280;0
240;620 240;900
240;620 340;620
340;620 340;640
340;640 320;640
320;640 320;860
320;860 400;860
400;860 400;900
760;40 760;0
760;40 880;40
880;40 880;500
880;500 960;500
960;500 960;440
960;440 920;400
920;400 920;0
960;620 960;900
960;620 860;620
860;620 860;640
860;640 880;640
880;640 880;860
880;860 800;860
800;860 800;900
380;260 380;280
380;280 560;280
560;280 560;260
560;260 480;260
480;260 480;180
480;180 460;180
460;180 460;260
460;260 380;260
640;420 640;440
640;440 820;440
820;440 820;420
820;420 740;420
740;420 740;340
740;340 720;340
720;340 720;420
720;420 640;420

36.png
20;0 20;900
1040;40 1040;0
1040;40 1180;40
1180;40 1180;380
1180;380 1120;380
1120;380 1120;460
1120;460 1180;460
1180;460 1180;620
1180;620 1120;620
1120;620 1120;700
1120;700 1180;700
1180;700 1180;900
720;860 720;880
720;880 760;880
760;880 760;900
720;860 960;860
960;860 960;880
960;880 920;880
920;880 920;900
320;900 320;740
320;740 480;585
480;585 720;585
720;585 880;745
880;745 880;760
880;760 920;760
920;760 920;720
920;720 740;540
740;540 640;540
640;540 640;360
640;360 720;360
720;360 720;280
720;280 640;280
640;280 640;0
580;0 580;200
580;200 560;200
560;200 560;280
560;280 480;280
480;280 480;360
480;360 560;360
560;360 560;540
560;540 460;540
460;540 280;715
280;715 280;900

37.png
120;40 200;40
120;40 120;0
200;40 200;0
380;40 460;40
380;40 380;0
460;40 460;0
20;0 20;500
20;500 120;500
120;500 300;680
300;680 420;680
420;680 420;740
420;740 400;740
400;740 400;780
400;780 320;780
320;780 320;740
320;740 240;740
240;740 140;640
140;640 140;660
140;660 20;660
20;660 20;900
1100;0 1100;280
1100;280 1100;280
1100;280 1000;380
1000;380 1060;440
1060;440 1120;380
1120;380 1180;380
1180;380 1180;820
1180;820 1040;820
1040;820 1040;900
360;240 480;240
480;240 480;300
480;300 460;300
460;300 460;400
460;400 380;400
380;400 380;300
380;300 360;300
360;300 360;240
660;260 780;260
780;260 780;320
780;320 760;320
760;320 760;420
760;420 680;420
680;420 680;320
680;320 660;320
660;320 660;260
460;880 480;900
460;880 660;680
660;680 660;660
660;660 780;660
780;660 780;760
780;760 700;760
700;760 640;820
640;820 640;900

38.png
20;0 20;440
20;440 140;560
140;560 80;620
80;620 20;560
20;560 20;900
220;40 540;40
220;40 220;0
540;40 540;0
640;40 980;40
640;40 640;0
980;40 980;0
1140;0 1140;80
1140;80 1180;80
1180;80 1180;520
1180;520 1140;560
1140;560 1180;560
1180;560 1180;800
1180;800 1080;800
1080;800 1080;860
1080;860 1100;860
1100;860 1100;900
440;360 560;360
440;360 440;420
560;360 560;420
440;420 560;420
700;160 820;160
700;160 700;220
820;160 820;220
700;220 820;220
980;220 1100;220
980;220 980;280
1100;220 1100;280
980;280 1100;280
100;720 220;720
220;720 220;780
220;780 200;780
200;780 200;900
100;720 100;780
100;780 120;780
120;780 120;900
380;780 380;900
380;780 360;780
360;780 360;720
360;720 480;720
480;720 720;480
720;480 780;540
780;540 540;780
540;780 480;720
480;720 480;780
480;780 460;780
460;780 460;900
660;720 780;720
660;720 660;660
780;720 780;660
660;660 780;660

39.png
20;0 20;900
360;40 280;40
360;40 360;0
280;40 280;0
1120;40 1120;0
1120;40 1180;40
1180;40 1180;570
1180;570 1140;570
1140;570 1140;900
620;240 620;300
620;300 920;300
920;300 920;240
920;240 820;140
820;140 720;240
720;240 620;240
220;460 220;900
220;460 280;460
280;460 420;600
420;600 460;600
460;600 540;680
540;680 540;900
640;740 640;900
640;740 660;720
660;720 720;720
720;720 820;820
820;820 940;820
940;820 980;860
980;860 980;900

40.png
0;0 0;500
0;500 80;580
80;580 80;620
80;620 20;620
20;620 20;900
1200;0 1200;500
1200;500 1120;580
1120;580 1120;620
1120;620 1180;620
1180;620 1180;860
1180;860 1120;860
1120;860 1120;900
280;80 360;80
280;80 280;0
360;80 360;0
280;240 400;240
400;240 400;280
400;280 320;280
320;280 320;360
320;360 280;360
280;360 280;240
280;740 360;740
280;740 280;900
360;740 360;900
760;680 840;680
760;680 760;720
760;720 840;720
840;680 840;720
820;40 820;0
820;40 840;40
840;40 840;360
840;360 800;360
800;360 800;400
800;400 920;400
920;400 920;40
920;40 1000;40
1000;40 1000;0

41.png
0;0 0;900
1200;0 1200;900
820;860 1000;860
820;860 820;900
1000;860 1000;900
360;320 360;900
360;320 260;320
260;320 260;360
260;360 280;360
280;360 280;900
220;40 220;0
220;40 280;40
280;40 280;140
280;140 340;140
340;140 340;0
280;140 280;40
920;520 920;0
920;520 840;520
840;520 840;460
840;460 820;460
820;460 820;420
820;420 880;420
820;460 880;460
880;460 880;240
880;240 840;240
840;240 840;0
620;300 700;300
620;300 620;340
700;300 700;340
620;340 700;340
540;620 620;620
540;620 540;660
620;620 620;660
540;660 620;660

42.png
0;0 0;900
1200;0 1200;900
220;860 340;860
220;860 220;900
340;860 340;900
280;100 280;0
280;100 360;100
360;100 360;40
360;40 420;40
420;40 420;0
840;40 920;40
840;40 840;0
920;40 920;0
840;600 920;600
840;600 840;900
920;600 920;900
840;240 920;240
840;240 840;420
920;240 920;420
840;420 920;420
580;740 660;740
580;740 580;780
660;740 660;780
580;780 660;780
400;400 480;400
400;400 400;440
480;400 480;440

43.png
0;0 0;900
1200;0 1200;900
0;0 1200;0
280;360 280;660
280;660 840;660
840;660 840;900
280;360 1060;360
1060;360 1060;320
1060;320 1080;320
1080;320 1080;380
1080;380 920;380
920;380 920;900
280;860 420;860
280;860 280;900
420;860 420;900
120;820 160;820
120;820 120;860
160;820 160;860
120;860 160;860
120;460 160;460
120;460 120;500
160;460 160;500
120;500 160;500
